Point_time	AUGEVolume	AUGEASTLEVANALOG	AUGWVOLUME	AUGWESTLEVANALOG	ASHREL	SICRESVOLUME	SICRESELEVANALOG	STPALBFLW	RECRESVOLUME	RECRESELEVANALOG	RECREL	NICRESVOLUME	NICRESELEVANALOG	NICNTHFLW	NICSTHFLW	NICCONFLW	EDIRESVOLUME	EDIRESELEVANALOG	EDRNTHFLW	EDRSTHFLW	EDRCONFLW	WDIRESVOLUME	WDIRESELEVANALOG	WDRFLW
09/18/2018	69.04	580.99	37.38	581.08	621	17.21	1125.44	15.90	47.99	837.77	14.74	35.47	1440.59	62.10	61.4	0.00	130.5	1273.17	227.90	224.00	0.00	82.61	1141.97	888.20
09/19/2018	69.21	581.23	37.12	581.9	602	17.02	1126.90	1.20	47.97	837.74	14.75	35.37	1440.39	62.10	61.2	0.00	130.39	1273.11	227.70	224.20	0.00	82.52	1141.91	740.80
09/20/2018	69.07	581.34	36.88	581.62	597	16.9	1126.25	1.10	48	837.78	14.76	35.31	1440.27	61.90	61.2	0.00	130.03	1272.9	227.90	224.20	0.00	82.38	1141.81	597.80
09/21/2018	68.66	581.25	36.75	581.35	599	16.87	1126.25	1.10	48.13	837.97	14.76	35.37	1440.39	61.80	61.1	0.00	129.99	1272.88	227.80	224.10	0.00	82.61	1141.97	484.60
09/22/2018	68.25	580.99	36.58	581.22	599	16.87	1126.25	1.10	48.21	838.09	14.77	35.36	1440.37	61.80	61.1	0.00	129.96	1272.86	227.90	224.30	0.00	82.92	1142.19	448.10
09/23/2018	67.86	580.74	36.28	581.03	593	16.83	1126.25	1.10	48.24	838.14	14.8	35.31	1440.27	62.00	61.3	0.00	129.68	1272.7	227.90	224.30	0.00	83.03	1142.27	448.20
09/24/2018	67.63	580.49	36.04	580.7	591	16.81	1126.25	0.10	48.01	837.8	14.81	35.31	1440.28	62.00	61.3	0.00	129.7	1272.7	227.90	224.30	0.00	83.12	1142.32	564.60
09/25/2018	67.91	580.35	37.48	580.44	598	17.27	1125.74	6.30	48.37	838.36	14.78	35.68	1441.02	62.10	61.4	0.00	131.38	1273.67	227.80	224.30	0.00	84.33	1143.18	892.70
09/26/2018	68.08	580.53	38.34	582.01	598	17.33	1127.02	20.00	48.38	838.34	14.77	35.64	1440.94	61.90	61.3	0.00	133.7	1274.96	227.90	224.30	0.00	85.33	1143.88	963.80
09/27/2018	68.54	580.63	38.76	582.94	600	17.24	1127.16	11.10	48.37	838.34	14.78	35.54	1440.73	61.80	61.1	0.00	135.59	1276.03	227.90	224.20	0.00	86.07	1144.40	964.50
09/28/2018	68.95	580.92	39.12	583.4	605	17.29	1127.16	9.40	48.51	838.55	14.8	35.5	1440.65	61.80	61	0.00	137.45	1277.06	227.90	224.30	0.00	87.36	1145.29	965.60
09/29/2018	69.41	581.18	38.95	583.8	605	17.13	1127.16	2.10	48.33	838.28	14.82	35.41	1440.47	61.80	61	0.00	138.54	1277.67	227.90	224.30	0.00	87.97	1145.71	967.70
09/30/2018	69.76	581.46	38.6	583.61	603	17.04	1127.16	0.40	48.04	837.84	14.79	35.37	1440.39	62.10	61	0.00	139.26	1278.07	228.00	224.30	0.00	88.25	1145.89	969.90
10/01/2018	69.94	581.68	38.25	583.22	600	17.02	1127.16	0.00	47.85	837.56	14.79	35.33	1440.31	62.10	61	0.00	140	1278.48	227.80	224.20	0.00	88.4	1145.99	971.00
10/02/2018	70.21	581.8	38.3	582.84	602	17.21	1127.16	1.20	47.51	837.04	14.78	35.51	1440.68	59.80	58.4	0.00	141.4	1279.23	227.90	224.30	0.00	89.43	1146.68	969.70
10/03/2018	70.43	581.96	38.14	582.9	602	17.11	1127.16	0.00	48.11	837.95	14.81	35.4	1440.46	62.20	60.9	0.00	142.25	1279.69	227.90	224.20	0.00	90.01	1147.07	971.70
10/04/2018	70.48	582.1	37.91	582.73	597	17.04	1126.54	0.00	48.09	837.92	14.8	35.37	1440.4	62.20	60.9	0.00	142.9	1280.04	227.90	224.30	0.00	90.43	1147.35	972.40
10/05/2018	70.25	582.13	37.72	582.47	596	16.87	1126.35	122.70	47.95	837.71	14.81	35.32	1440.29	62.10	60.9	0.00	143.27	1280.24	227.90	224.20	0.00	90.58	1147.45	971.70
10/06/2018	70.05	581.99	37.7	582.27	596	16.76	1126.35	327.70	47.97	837.73	14.81	35.3	1440.26	62.20	60.9	0.00	143.25	1280.23	227.80	224.30	0.00	90.59	1147.46	969.50
10/07/2018	69.83	581.86	37.5	582.25	596	16.85	1126.35	161.70	47.95	837.7	14.82	35.29	1440.24	62.20	60.9	0.00	143.14	1280.17	227.80	224.30	0.00	90.49	1147.39	967.80
10/08/2018	69.57	581.73	37.12	582.02	593	16.88	1126.35	0.50	47.92	837.66	14.81	35.28	1440.22	62.30	60.9	0.00	143.05	1280.12	227.90	224.20	0.00	90.25	1147.23	968.50
10/09/2018	69.13	581.56	36.83	581.62	593	16.86	1125.87	0.00	47.85	837.55	14.81	35.27	1440.2	62.30	60.9	0.00	142.81	1279.99	227.90	224.10	0.00	89.92	1147.00	967.10
10/10/2018	68.66	581.29	36.53	581.3	598	16.86	1125.87	0.00	47.65	837.25	14.81	35.25	1440.16	62.20	61	0.00	142.82	1280	227.80	224.00	0.00	89.59	1146.79	967.70
10/11/2018	68.42	580.99	36.67	580.98	603	16.94	1125.87	0.00	48.1	837.92	14.79	35.44	1440.54	62.10	61	0.00	143.21	1280.2	227.80	223.90	0.00	89.98	1147.05	968.40
10/12/2018	67.97	580.85	36.47	581.11	603	16.91	1125.87	0.00	48.09	837.92	14.81	35.37	1440.4	62.00	61	0.00	143.19	1280.2	227.90	224.00	0.00	90.05	1147.10	967.20
10/13/2018	67.5	580.55	36.23	580.9	599	16.88	1125.87	0.00	47.99	837.76	14.8	35.32	1440.29	62.00	61	0.00	143.21	1280.21	227.90	224.10	0.00	90.1	1147.13	967.80
10/14/2018	67	580.27	35.96	580.65	596	16.85	1125.87	0.00	47.83	837.53	14.81	35.3	1440.26	62.10	61	0.00	143.12	1280.17	227.80	224.20	0.00	90.01	1147.07	966.90
10/15/2018	66.48	579.95	35.68	580.34	597	16.86	1125.87	0.00	47.7	837.33	14.79	35.3	1440.26	62.20	60.9	0.00	143.19	1280.2	216.80	214.70	0.00	89.94	1147.02	965.90
10/16/2018	65.93	579.62	35.38	580.06	597	16.83	1125.81	0.00	47.69	837.31	14.78	35.29	1440.24	62.00	60.9	0.00	142.95	1280.07	226.60	224.30	0.00	89.94	1147.01	974.00
10/17/2018	65.41	579.26	35.1	579.71	590	16.76	1125.60	0.00	47.65	837.25	14.78	35.26	1440.18	62.10	60.9	0.00	142.79	1279.98	226.50	224.30	0.00	89.77	1146.91	974.30
10/18/2018	64.88	578.92	34.86	579.39	590	16.83	1125.78	0.00	47.45	836.95	14.78	35.25	1440.16	62.00	60.9	0.00	142.58	1279.87	226.50	224.40	0.00	89.55	1146.76	975.10
10/19/2018	64.36	578.57	34.65	579.12	513	16.81	1125.71	0.00	47.41	836.89	14.76	35.26	1440.17	62.00	60.9	0.00	142.16	1279.64	226.40	224.00	0.00	89.23	1146.55	968.50
10/20/2018	63.87	578.22	34.44	578.85	501	16.7	1125.71	0.00	47.39	836.87	14.75	35.24	1440.15	62.00	60.9	0.00	141.73	1279.42	226.40	225.60	0.00	89	1146.39	968.00
10/21/2018	63.32	577.91	34.14	578.6	501	16.79	1125.71	0.00	47.33	836.77	14.77	35.21	1440.09	62.00	60.9	0.00	141.33	1279.19	226.50	226.00	0.00	88.65	1146.16	967.20
10/22/2018	62.75	577.55	33.81	578.28	501	16.78	1125.71	0.00	47.31	836.74	14.77	35.22	1440.1	62.00	60.9	0.00	140.77	1278.89	226.50	225.80	0.00	88.25	1145.89	967.00
10/23/2018	62.25	577.18	33.55	577.89	496	16.78	1125.71	0.00	47.27	836.69	14.76	35.21	1440.08	62.00	60.9	0.00	140.26	1278.61	226.40	225.60	0.00	87.8	1145.59	966.50
10/24/2018	61.8	576.85	33.25	577.58	499	16.77	1125.71	0.00	47.46	836.97	14.78	35.14	1439.94	61.90	61	0.00	139.61	1278.26	226.70	225.50	0.00	87.19	1145.18	965.90
10/25/2018	61.39	576.56	32.94	577.24	499	16.78	1125.65	0.00	47.66	837.27	14.79	35.13	1439.93	62.00	61.1	0.00	139.04	1277.94	226.40	225.30	0.00	86.5	1144.69	964.50
10/26/2018	60.97	576.28	32.64	576.88	494	16.75	1125.55	0.00	47.71	837.36	14.8	35.05	1439.77	61.90	61	0.00	138.4	1277.59	226.40	225.40	0.00	86	1144.35	963.80
10/27/2018	60.65	576.01	32.7	576.54	495	17.22	1125.55	0.00	47.78	837.45	14.8	35.21	1440.08	61.90	60.9	0.00	138.36	1277.57	226.40	225.40	0.00	85.9	1144.28	964.10
10/28/2018	60.65	575.8	32.81	576.6	495	17.14	1125.55	0.00	47.75	837.4	14.78	35.29	1440.23	62.00	60.9	0.00	138.22	1277.49	226.50	225.50	0.00	85.91	1144.29	968.70
10/29/2018	60.63	575.8	32.85	576.73	494	17.06	1125.55	0.00	47.83	837.53	14.8	35.29	1440.24	61.80	60.9	0.00	138.04	1277.38	226.60	225.50	0.00	85.73	1144.16	968.90
10/30/2018	60.63	575.79	32.86	576.79	494	17	1126.42	0.00	47.93	837.67	14.79	35.28	1440.21	62.20	60.9	0.00	137.84	1277.28	226.50	225.60	0.00	85.37	1143.91	968.70
10/31/2018	60.6	575.79	32.84	576.78	494	16.96	1126.20	0.00	47.95	837.72	14.81	35.25	1440.16	62.10	60.9	0.00	137.57	1277.14	226.40	225.50	0.00	84.99	1143.64	969.40
11/01/2018	60.67	575.77	32.81	576.77	494	16.95	1126.11	0.00	47.87	837.59	10.21	35.27	1440.19	62.10	60.9	0.00	137.52	1277.1	226.40	225.30	0.00	84.64	1143.41	968.50
11/02/2018	60.93	575.82	33.67	576.73	494	17.7	1126.11	7.80	47.84	837.53	10.16	35.59	1440.83	62.00	60.9	0.00	138.84	1277.85	226.60	225.70	0.00	85.04	1143.68	968.30
11/03/2018	61	575.99	35.12	577.73	415	17.58	1126.11	17.80	47.81	837.5	10.11	35.47	1440.59	61.90	61	0.00	140.7	1278.85	225.80	226.30	0.00	85.98	1144.34	970.10
11/04/2018	61.05	576.03	35.92	579.41	413	17.27	1126.11	5.10	47.69	837.32	10.04	35.4	1440.45	61.90	61	0.00	141.6	1279.34	225.90	226.20	0.00	86.5	1144.71	971.70
11/05/2018	61.1	576.06	36.67	580.3	431	17.23	1126.11	1.10	47.65	837.25	9.96	35.4	1440.46	64.20	63.1	0.00	142.21	1279.67	234.20	234.60	0.00	87.07	1145.10	1009.60
11/06/2018	61.33	576.1	38.02	581.12	431	17.34	1126.11	4.00	47.97	837.75	9.9	35.51	1440.68	62.20	60.9	0.00	142.99	1280.09	225.90	226.30	0.00	87.76	1145.56	968.40
11/07/2018	61.8	576.25	38.42	582.59	421	17.2	1127.20	0.90	48.11	837.94	10.04	35.42	1440.5	62.00	60.9	0.00	143.25	1280.23	225.90	226.30	0.00	88.13	1145.81	969.90
11/08/2018	62.33	576.55	38.47	583.04	406	17.11	1127.20	0.00	47.97	837.73	10.21	35.35	1440.36	62.30	60.9	0.00	143.4	1280.3	225.80	226.20	0.00	88.3	1145.93	970.40
11/09/2018	63	576.91	38.84	583.09	405	17.27	1127.20	0.00	47.93	837.67	10.23	35.42	1440.5	61.90	60.9	0.00	143.75	1280.5	225.80	226.10	0.00	88.73	1146.21	971.90
11/10/2018	63.53	577.34	39.01	583.5	406	17.2	1127.20	0.00	47.79	837.46	10.21	35.38	1440.41	61.70	60.9	0.00	143.71	1280.49	225.80	226.30	0.00	89.38	1146.65	973.70
11/11/2018	64.03	577.69	38.98	583.69	406	17.09	1127.20	0.00	47.57	837.14	10.22	35.33	1440.32	61.80	60.9	0.00	143.58	1280.41	225.90	226.20	0.00	89.64	1146.82	974.90
11/12/2018	64.63	578.02	38.95	583.65	402	17.05	1127.20	0.00	47.41	836.89	10.18	35.34	1440.34	61.90	60.9	0.00	143.53	1280.38	225.80	226.20	0.00	89.85	1146.96	975.10
11/13/2018	65.1	578.41	39.18	583.6	407	17.21	1127.20	0.00	47.53	837.09	10.13	35.38	1440.42	61.90	60.9	0.00	143.47	1280.35	225.80	226.10	0.00	90.28	1147.24	970.30
11/14/2018	65.51	578.72	39.09	583.85	407	17.08	1127.20	0.00	47.51	837.05	10.09	35.33	1440.32	61.90	60.9	0.00	143.34	1280.28	225.90	226.30	0.00	90.4	1147.33	969.60
11/15/2018	66.06	578.98	39.03	583.77	405	17.05	1126.44	0.00	47.53	837.07	10	35.36	1440.37	61.90	60.9	0.00	143.34	1280.28	226.00	226.10	0.00	90.55	1147.43	970.00
11/16/2018	66.17	579.34	38.85	583.72	405	17.03	1126.44	0.00	47.48	837	9.91	35.31	1440.27	61.90	60.9	0.00	143.19	1280.2	225.90	226.00	0.00	90.53	1147.42	970.30
11/17/2018	66.21	579.41	38.64	583.51	406	17	1126.44	5.60	47.62	837.21	9.88	35.29	1440.24	61.90	60.9	0.00	143.06	1280.13	226.00	226.10	0.00	90.44	1147.36	970.00
11/18/2018	66.26	579.44	38.39	583.27	406	16.96	1126.44	19.30	47.74	837.39	9.88	35.3	1440.25	62.10	60.9	0.00	142.94	1280.06	225.90	226.10	0.00	90.23	1147.22	969.70
11/19/2018	66.33	579.47	38.24	583	403	16.97	1126.44	31.10	47.95	837.7	9.9	35.3	1440.26	61.90	60.9	0.00	142.86	1280.02	225.80	225.90	0.00	90.07	1147.11	969.60
11/20/2018	66.4	579.52	38.03	582.83	405	16.94	1126.10	34.60	48.14	837.94	9.91	35.3	1440.25	61.90	60.9	0.00	142.71	1279.94	225.70	225.90	0.00	89.83	1146.95	969.20
11/21/2018	66.46	579.56	37.77	582.62	405	16.91	1126.12	52.30	48.09	837.91	10.04	35.26	1440.17	61.90	60.9	0.00	142.58	1279.87	226.00	226.20	0.00	89.53	1146.75	968.80
11/22/2018	66.5	579.6	37.46	582.33	403	16.83	1126.12	56.90	48.02	837.81	10.07	35.23	1440.12	61.90	60.9	0.00	142.38	1279.76	226.00	226.30	0.00	89.1	1146.46	967.60
11/23/2018	66.49	579.63	37.15	581.99	401	16.82	1125.74	63.90	47.99	837.76	10.1	35.23	1440.13	61.90	60.9	0.00	142.18	1279.65	226.00	226.30	0.00	88.61	1146.13	966.90
11/24/2018	66.62	579.62	37.15	581.65	404	16.91	1125.74	75.60	47.95	837.71	10.09	35.34	1440.34	61.90	60.9	0.00	142.31	1279.72	226.10	226.00	0.00	88.41	1146.00	966.60
11/25/2018	66.82	579.71	37.35	581.65	404	17.14	1125.74	68.50	47.72	837.36	10.09	35.39	1440.44	61.90	60.9	0.00	142.6	1279.87	226.00	226.10	0.00	88.47	1146.04	967.10
11/26/2018	67.69	579.84	38.84	581.87	403	17.54	1126.56	39.70	47.98	837.75	10.11	35.58	1440.81	61.90	61	0.00	143.47	1280.35	226.00	225.90	0.00	89.01	1146.41	968.30
11/27/2018	68.44	580.38	39.69	583.49	405	17.33	1127.73	4.90	48.14	837.99	10.1	35.45	1440.55	61.90	61	0.00	143.86	1280.53	225.80	226.30	0.00	89.8	1146.94	969.80
11/28/2018	69.17	580.85	39.85	584.44	405	17.17	1127.73	1.60	48.1	837.93	10.1	35.37	1440.39	61.80	61	0.00	143.66	1280.45	226.00	226.30	0.00	90.25	1147.23	970.60
11/29/2018	69.83	581.32	39.75	584.6	405	17.08	1127.73	1.30	47.91	837.65	10.09	35.32	1440.29	61.80	61	0.00	143.47	1280.35	226.00	226.30	0.00	90.47	1147.38	971.80
11/30/2018	70.43	581.72	39.56	584.49	404	17.03	1126.44	1.30	47.69	837.32	10.05	35.3	1440.26	61.90	61	0.00	143.36	1280.29	225.80	226.20	0.00	90.55	1147.43	971.80
12/01/2018	71.02	582.47	39.42	584.13	403	17.01	1126.44	1.20	47.48	837	10.03	35.31	1440.28	62.12	61.11	0.00	143.29	1440.28	226.67	226.50	0.00	90.61	1147.48	972.00
12/02/2018	71.56	582.8	39.54	584.23	405	17.21	1126.44	1.30	47.37	836.84	10.02	35.41	1440.48	62.15	61.12	0.00	143.49	1440.48	226.85	226.69	0.00	91.26	1147.91	971.90
12/03/2018	71.97	583.06	39.64	584.35	405	17.21	1126.44	1.20	47.28	836.7	10.02	35.38	1440.42	62.30	61.11	0.00	143.71	1440.42	226.82	226.66	0.00	91.99	1148.40	973.40
12/04/2018	72.37	583.31	39.7	584.43	404	17.11	1126.44	1.10	47.05	836.35	10.02	35.34	1440.33	62.23	61.09	0.00	143.67	1440.33	226.83	226.71	0.00	92.49	1148.74	968.50
12/05/2018	72.46	583.37	39.69	584.42	403	17.04	1126.44	1.10	46.94	836.19	10.02	35.31	1440.28	62.29	61.1	0.00	143.43	1440.28	226.77	226.62	0.00	92.77	1148.92	967.90
12/06/2018	72.35	583.3	39.6	584.31	405	17	1126.44	1.10	47.02	836.31	10.02	35.3	1440.25	62.39	61.08	0.00	143.21	1440.25	226.77	226.65	0.00	92.89	1149.00	968.00
12/07/2018	72.24	583.24	39.43	584.13	405	16.95	1126.44	1.10	47.25	836.65	10.05	35.28	1440.21	62.46	61.08	0.00	143.01	1440.21	226.92	226.74	0.00	92.87	1148.99	967.50
12/08/2018	72.11	583.15	39.21	583.89	404	16.92	1126.44	1.90	47.41	836.9	10.03	35.27	1440.19	62.49	61.09	0.00	142.86	1440.19	226.75	226.64	0.00	92.72	1148.89	967.50
12/09/2018	71.97	583.06	39.01	583.66	405	16.89	1126.44	21.30	47.61	837.19	10.03	35.26	1440.17	62.42	61.09	0.00	142.53	1440.17	226.64	226.30	0.00	92.44	1148.70	967.10
12/10/2018	71.99	583.07	38.78	583.43	405	16.89	1125.98	6.30	47.78	837.45	10.04	35.24	1440.15	62.18	61.08	0.00	142.21	1440.15	226.79	226.10	0.00	92.16	1148.51	965.60
12/11/2018	72.05	583.11	38.68	583.31	406	16.86	1125.84	1.00	47.58	837.15	10.03	35.23	1440.12	61.99	99.99	20.00	141.83	1440.12	226.64	225.90	0.00	91.74	1148.23	964.10
12/12/2018	72.03	583.1	38.6	583.23	408	16.83	1125.84	1.00	47.41	836.9	10.07	35.22	1440.1	61.27	61.98	0.00	141.36	1440.1	226.93	226.11	0.00	91.35	1147.97	963.40
12/13/2018	72.05	583.11	38.53	583.15	408	16.83	1125.84	1.00	47.31	836.75	10.11	35.22	1440.1	61.14	61.97	0.00	140.79	1440.1	226.72	226.08	0.00	90.89	1147.65	963.80
12/14/2018	72.05	583.11	38.46	583.07	408	16.84	1125.84	1.10	47.23	836.63	10.07	35.2	1440.07	61.18	62.01	0.00	140.27	1440.07	226.79	225.93	0.00	90.41	1147.34	966.90
12/15/2018	72.08	583.13	38.38	582.99	408	16.84	1125.84	1.10	47.15	836.51	10.23	35.22	1440.11	61.22	62.04	0.00	139.77	1440.11	226.78	225.82	0.00	89.99	1147.06	966.70
12/16/2018	72.13	583.16	38.41	583.02	410	16.87	1125.84	0.70	47.17	836.55	10.24	35.28	1440.22	61.07	62.03	0.00	139.42	1440.22	226.90	225.90	0.00	89.68	1146.85	966.40
12/17/2018	72.14	583.18	38.38	582.97	410	16.87	1125.92	0.00	47.12	836.46	10.23	35.21	1440.09	61.07	62.29	0.00	138.93	1440.09	226.64	226.19	0.00	89.25	1146.55	966.80
12/18/2018	72.19	583.19	38.26	582.86	409	16.81	1125.92	0.00	47.08	836.4	10.23	35.18	1440.02	61.34	62.14	0.00	138.29	1440.02	226.64	226.23	0.00	88.76	1146.23	965.90
12/19/2018	72.14	583.17	38.17	582.77	408	16.81	1125.92	0.00	47.07	836.39	10.23	35.16	1439.99	61.37	62.09	0.00	137.7	1439.99	226.83	226.13	0.00	88.25	1145.89	964.20
12/20/2018	72.44	583.35	38.44	583.06	410	16.88	1125.67	0.60	46.93	836.17	10.16	35.38	1440.42	61.26	62.06	13.77	137.82	1440.42	226.76	225.90	0.00	87.92	1145.68	963.80
12/21/2018	72.73	583.54	43.3	588.17	410	18.18	1125.89	95.60	47.81	837.49	10.08	35.87	1441.39	78.15	61.31	13.78	140.05	1441.39	226.75	226.55	0.00	88.97	1146.37	965.50
12/22/2018	73.17	583.82	45.51	590.4	244	17.55	1125.89	53.30	48.19	838.06	10.03	35.52	1440.69	78.25	60.83	0.00	141.55	1440.69	226.78	226.68	0.00	89.83	1146.95	967.30
12/23/2018	74.12	584.41	45.52	590.39	400	17.22	1125.89	8.70	48.23	838.12	9.96	35.41	1440.47	62.28	60.78	0.00	142.47	1440.47	226.64	226.61	0.00	90.31	1147.27	969.00
12/24/2018	74.94	584.93	44.93	589.83	531	17.12	1126.91	1.60	48.19	838.07	9.92	35.35	1440.35	62.38	60.76	0.00	143.06	1440.35	226.73	226.18	0.00	90.58	1147.45	969.60
12/25/2018	75.57	585.3	44.28	589.15	599	17.04	1126.91	1.90	48.05	837.85	9.93	35.31	1440.26	62.38	60.75	0.00	143.34	1440.26	226.79	226.39	0.00	90.64	1147.49	969.60
12/26/2018	75.6	585.32	44	588.87	604	16.97	1126.30	0.90	48	837.78	9.91	35.3	1440.25	62.23	60.74	0.00	143.42	1440.25	226.75	226.45	0.00	90.55	1147.43	969.80
12/27/2018	75.4	585.2	43.76	588.64	604	16.95	1126.30	1.00	47.69	837.32	9.94	35.3	1440.24	62.27	61.12	0.00	143.43	1440.24	226.61	226.70	0.00	90.4	1147.32	969.80
12/28/2018	75.21	585.09	43.7	588.56	600	17	1126.30	1.10	47.7	837.33	9.93	35.38	1440.42	62.33	61.13	0.00	143.53	1440.42	226.67	226.53	0.00	90.4	1147.32	970.10
12/29/2018	74.99	584.95	43.45	588.31	600	16.96	1126.30	1.80	47.72	837.36	9.99	35.33	1440.32	62.28	61.11	0.00	143.53	1440.32	226.78	226.59	0.00	90.28	1147.25	969.90
12/30/2018	74.76	584.81	43.18	588.03	597	16.93	1126.30	1.00	47.79	837.46	10.05	35.31	1440.28	62.27	61.1	0.00	143.45	1440.28	226.83	226.64	0.00	90.07	1147.11	969.20
